Time,Country Name,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",GDP (current US$) [NY.GDP.MKTP.CD]
2021,Kyrgyz Republic,4.765999794,8543423503
2021,Lao PDR,3.637000084,18827148510
2021,Latvia,7.510000229,39853501580
2021,Lebanon,12.49699974,23131940281
2021,Lesotho,18.29299927,2496134680
2021,Liberia,3.671999931,3509000000
2021,Libya,20.6060009,42817472975
2021,Liechtenstein,..,..
2021,Lithuania,7.110000134,66445256585
2021,Luxembourg,5.25,85506243834
2021,"Macao SAR, China",2.253000021,30123914809
2021,Madagascar,2.309999943,14472603323
2021,Malawi,5.657999992,12626717492
2021,Malaysia,4.046000004,3.72981E+11
2021,Maldives,5.256999969,5405576236
2021,Mali,2.602999926,19140461606
2021,Malta,3.529999971,17364044944
2021,Marshall Islands,..,259538700
2021,Mauritania,11.2869997,9996249658
2021,Mauritius,7.656000137,11529042672
2021,Mexico,4.090000153,1.27284E+12
2021,"Micronesia, Fed. Sts.",..,404028900
2021,Moldova,3.230000019,13679221333
2021,Monaco,..,8596096984
2021,Mongolia,7.75,15286441818
2021,Montenegro,16.87000084,5861268039
2021,Morocco,10.54199982,1.42866E+11
2021,Mozambique,3.938999891,15776758633
2021,Myanmar,..,65091751273
2021,Namibia,21.26799965,12310595844
2021,Nauru,..,133218896.9
2021,Nepal,12.22299957,36288830373
2021,Netherlands,4.210000038,1.01285E+12
2021,New Caledonia,12.43599987,10071351960
2021,New Zealand,3.779999971,2.49886E+11
2021,Nicaragua,5.93200016,14013022092
2021,Niger,0.667999983,14915001427
2021,Nigeria,5.93599987,4.40834E+11
2021,North Macedonia,15.77999973,13825049832
2021,Northern Mariana Islands,..,..
2021,Norway,4.369999886,4.82175E+11
2021,Oman,2.512000084,88191977373
2021,Pakistan,6.340000153,3.48263E+11
2021,Palau,..,217800000
2021,Panama,10.30099964,63605100000
2021,Papua New Guinea,2.825000048,26594305746
2021,Paraguay,7.309999943,39495431574
2021,Peru,5.099999905,2.23249E+11
2021,Philippines,2.631999969,3.94086E+11
2021,Poland,3.359999895,6.79445E+11
2021,Portugal,6.579999924,2.53663E+11
2021,Puerto Rico,7.900000095,1.06526E+11
2021,Qatar,0.170000002,1.79677E+11
2021,Romania,5.590000153,2.84088E+11
2021,Russian Federation,4.71999979,1.77878E+12
2021,Rwanda,13.31499958,11070356519
2021,Samoa,9.909999847,843842416.5
2021,San Marino,..,..
2021,Sao Tome and Principe,15.34000015,526653790.7
2021,Saudi Arabia,6.691999912,8.33541E+11
2021,Senegal,3.497999907,27625388352
2021,Serbia,10.06000042,63082047650
2021,Seychelles,..,1454458184
2021,Sierra Leone,3.697000027,4042237864
2021,Singapore,3.539999962,3.96987E+11
2021,Sint Maarten (Dutch part),..,..
2021,Slovak Republic,6.829999924,1.16527E+11
2021,Slovenia,4.739999771,61748586535
2021,Solomon Islands,0.987999976,1631486532
2021,Somalia,19.93099976,7628000011
2021,South Africa,28.77000046,4.19015E+11
2021,South Sudan,13.48499966,..
2021,Spain,14.77999973,1.42738E+12
2021,Sri Lanka,5.238999844,88927263725
2021,St. Kitts and Nevis,..,860840740.7
2021,St. Lucia,19.52000046,1691275157
2021,St. Martin (French part),..,..
2021,St. Vincent and the Grenadines,20.39800072,904181492.8
2021,Sudan,19.04999924,34326058557
2021,Suriname,9.078000069,2984706244
2021,Sweden,8.720000267,6.35664E+11
2021,Switzerland,5.099999905,8.0064E+11
2021,Syrian Arab Republic,9.815999985,..
2021,Tajikistan,7.743999958,8746270636
2021,Tanzania,2.74000001,67841049193
2021,Thailand,0.991999984,5.05947E+11
2021,Timor-Leste,4.974999905,3621222382
2021,Togo,4.175000191,8413200568
2021,Tonga,2.66899991,469231309.5
2021,Trinidad and Tobago,4.449999809,24460196271
2021,Tunisia,16.26399994,46686741814
2021,Turkiye,11.97999954,8.19035E+11
2021,Turkmenistan,4.787000179,..
2021,Turks and Caicos Islands,..,943269800
2021,Tuvalu,..,63100961.54
2021,Uganda,4.295000076,40529789026
2021,Ukraine,9.829999924,2.00086E+11
2021,United Arab Emirates,3.109999895,4.15022E+11
2021,United Kingdom,4.826000214,3.13138E+12
2021,United States,5.349999905,2.33151E+13
2021,Uruguay,9.289999962,59319484711
2021,Uzbekistan,6.017000198,69238903106
2021,Vanuatu,2.118000031,956332655.7
2021,"Venezuela, RB",6.471000195,..
2021,Vietnam,2.380000114,3.66138E+11
2021,Virgin Islands (U.S.),13.17300034,..
2021,West Bank and Gaza,26.38999939,18036800000
2021,"Yemen, Rep.",13.88700008,..
2021,Zambia,6.21999979,22147634727
2021,Zimbabwe,8.067000389,28371238666
2021,Africa Eastern and Southern,7.920218731,1.08945E+12
2021,Africa Western and Central,4.873635101,8.40187E+11
2021,Arab World,11.02369344,2.86299E+12
2021,Caribbean small states,8.044777541,75295300457
2021,Central Europe and the Baltics,4.484671245,1.90194E+12
2021,Early-demographic dividend,7.143627505,1.26373E+13
2021,East Asia & Pacific,4.014497805,3.09117E+13
2021,East Asia & Pacific (excluding high income),4.081647383,2.07518E+13
2021,East Asia & Pacific (IDA & IBRD countries),4.094141851,2.07252E+13
2021,Euro area,7.704372942,1.45633E+13
2021,Europe & Central Asia,6.908175015,2.50828E+13
2021,Europe & Central Asia (excluding high income),7.24781604,3.51737E+12
2021,Europe & Central Asia (IDA & IBRD countries),6.843936025,4.55039E+12
2021,European Union,7.001453279,1.71774E+13
2021,Fragile and conflict affected situations,7.035047973,1.79902E+12
2021,Heavily indebted poor countries (HIPC),5.119614698,8.91901E+11
2021,High income,5.606627574,5.98297E+13
2021,IBRD only,6.532305535,3.55114E+13
2021,IDA & IBRD total,6.343449782,3.80628E+13
2021,IDA blend,6.170685847,1.09648E+12
2021,IDA only,5.438859351,1.45625E+12
2021,IDA total,5.681367954,2.54911E+12
2021,Late-demographic dividend,5.515208315,2.66221E+13
2021,Latin America & Caribbean,9.236439047,5.45443E+12
2021,Latin America & Caribbean (excluding high income),9.34145608,4.5851E+12
2021,Latin America & the Caribbean (IDA & IBRD countries),9.368801906,5.18313E+12
2021,Least developed countries: UN classification,5.625167595,1.28091E+12
2021,Low & middle income,6.333153871,3.63706E+13
2021,Low income,5.485834468,5.62978E+11
2021,Lower middle income,6.468920849,8.74253E+12
2021,Middle East & North Africa,9.934014367,3.67984E+12
2021,Middle East & North Africa (excluding high income),11.43063373,1.49375E+12
2021,Middle East & North Africa (IDA & IBRD countries),11.2670149,1.47571E+12
2021,Middle income,6.40553488,3.58451E+13
2021,North America,5.586510555,2.53107E+13
2021,Not classified,..,..
2021,OECD members,6.18817066,5.82684E+13
2021,Other small states,10.07548418,4.53948E+11
2021,Pacific island small states,3.376790418,9481916212
2021,Post-demographic dividend,5.777396998,5.49727E+13
2021,Pre-demographic dividend,5.916659186,1.43426E+12
2021,Small states,9.343316268,5.38706E+11
2021,South Asia,7.296216641,4.08877E+12
2021,South Asia (IDA & IBRD),7.296216641,4.08877E+12
2021,Sub-Saharan Africa,6.798442853,1.92905E+12
2021,Sub-Saharan Africa (excluding high income),6.798442853,1.9276E+12
2021,Sub-Saharan Africa (IDA & IBRD countries),6.798442853,1.92905E+12
2021,Upper middle income,6.34280185,2.71041E+13
2021,World,6.201811583,9.65274E+13
,,,
,,,
,,,
Data from database: World Development Indicators,,,
Last Updated: 03/01/2023,,,
